1,0
2,0
3,0
4,0
5,2
6,2
7,2
8,2
9,2
10,4
11,4
12,4
13,6
14,6
15,8
16,8
17,10
18,10
19,10
20,12
21,12
22,12
23,12
24,12
25,16
26,18
27,18
28,18
29,20
30,22
31,22
32,22
33,22
34,24
35,26
36,26
37,28
38,28
39,30
40,32
41,34
42,34
43,34
44,34
45,36
46,36
47,36
48,36
49,36
50,40
51,42
52,44
53,46
54,46
55,48
56,48
57,48
58,50
59,50
60,52
61,54
62,54
63,54
64,54
65,62
66,62
67,62
68,64
69,64
70,66
71,66
72,66
73,68
74,70
75,74
76,74
77,74
78,76
79,76
80,78
81,78
82,80
83,80
84,80
85,88
86,88
87,90
88,90
89,92
90,94
91,96
92,96
93,96
94,96
95,98
96,98
97,100
98,100
99,100
100,104
101,106
102,108
103,108
104,110
105,112
106,114
107,114
108,114
109,116
110,118
111,120
112,120
113,122
114,122
115,124
116,126
117,128
118,128
119,130
120,132
121,132
122,134
123,136
124,136
125,142
126,142
127,142
128,142
129,142
130,150
131,150
132,150
133,150
134,150
135,152
136,154
137,156
138,156
139,156
140,158
141,158
142,158
143,160
144,160
145,168
146,170
147,170
148,172
149,174
150,178
151,178
152,178
153,180
154,180
155,182
156,184
157,186
158,186
159,188
160,190
161,190
162,190
163,190
164,192
165,194
166,194
167,194
168,194
169,198
170,206
171,206
172,206
173,208
174,210
175,214
176,214
177,214
178,216
179,216
180,218
181,220
182,222
183,224
184,224
185,232
186,232
187,234
188,234
189,234
190,236
191,236
192,236
193,238
194,240
195,248
196,248
197,250
198,250
199,250
200,254
201,254
202,256
203,258
204,260
205,268
206,268
207,268
208,270
209,270
210,272
211,272
212,274
213,274
214,274
215,276
216,276
217,276
218,278
219,280
220,282
221,290
222,292
223,292
224,292
225,296
226,298
227,298
228,298
229,300
230,302
231,302
232,304
233,306
234,308
235,310
236,310
237,310
238,312
239,312
240,314
241,316
242,316
243,316
244,318
245,320
246,322
247,324
248,324
249,324
250,330
251,330
252,330
253,330
254,330
255,338
256,338
257,340
258,340
259,342
260,350
261,352
262,352
263,352
264,352
265,360
266,360
267,362
268,362
269,364
270,366
271,366
272,368
273,370
274,372
275,376
276,376
277,378
278,378
279,378
280,380
281,382
